doc_num,statute_code,js_date,doc_incarcerated_term_yrs,statute_desc,violent,file_month,pwid
793053,63-2-401,2019-02-20,4.97,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
844120,63-2-401,2019-07-30,7,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
735801,63-2-401,2017-09-05,2.5,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
844139,63-2-401,2019-07-29,2,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
844250,63-2-401,2019-07-12,1,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
100190,63-2-401,2018-04-24,18,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
210140,63-2-401,2017-05-22,15,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
844306,63-2-401,2019-06-27,5,DIST OF CDS/POSS W/INTENT,N,2019-06-01,TRUE
676821,63-2-401,2017-02-21,5,DIST OF CDS/POSS W/INTENT,N,2017-02-01,TRUE
237894,63-2-401,2017-06-27,8,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
844307,63-2-401,2019-05-30,7,DIST OF CDS/POSS W/INTENT,N,2019-05-01,TRUE
617731,63-2-401,2019-10-30,10,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
844358,63-2-401,2020-02-28,0.38,DIST OF CDS/POSS W/INTENT,N,2020-02-01,TRUE
844423,63-2-401,2019-11-08,7,DIST OF CDS/POSS W/INTENT,N,2019-11-01,TRUE
844423,63-2-401,2019-08-01,7,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
735917,63-2-401,2019-01-10,15,DIST OF CDS/POSS W/INTENT,N,2019-01-01,TRUE
844525,63-2-401,2019-07-31,7,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
844610,63-2-401,2019-08-07,10,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
844611,63-2-401,2019-07-30,3,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
182077,63-2-401,2018-02-08,10,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
793086,63-2-401,2018-04-16,3.47,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
736118,63-2-401,2017-05-04,5,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
844743,63-2-401,2019-08-07,3.06,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
433451,63-2-401,2017-05-10,10,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
844745,63-2-401,2019-08-12,3,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
492635,63-2-401,2017-07-13,5,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
844746,63-2-401,2019-08-07,0.33,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
677094,63-2-401,2017-01-06,4,DIST OF CDS/POSS W/INTENT,N,2017-01-01,TRUE
677100,63-2-401,2017-09-07,7,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
617989,63-2-401,2017-05-10,5,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
844868,63-2-401,2019-08-21,0.54,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
844870,63-2-401,2019-08-05,3,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
844982,63-2-401,2019-07-25,5,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
845006,63-2-401,2019-08-09,10,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
845006,63-2-401,2017-06-30,10,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
845014,63-2-401,2019-07-25,5,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
845016,63-2-401,2019-08-22,0.48,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
845024,63-2-401,2019-08-06,6,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
845102,63-2-401,2019-08-12,2.81,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
492900,63-2-401,2017-06-26,4,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
562105,63-2-401,2017-09-13,20,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
210266,63-2-401,2017-05-31,21,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
845122,63-2-401,2019-08-14,5,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
845123,63-2-401,2019-08-19,2,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
845123,63-2-401,2020-02-06,3,DIST OF CDS/POSS W/INTENT,N,2020-02-01,TRUE
210322,63-2-401,2017-07-28,5,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
845333,63-2-401,2019-07-25,4,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
845348,63-2-401,2019-08-12,7,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
562227,63-2-401,2018-12-05,10,DIST OF CDS/POSS W/INTENT,N,2018-12-01,TRUE
845414,63-2-401,2020-01-17,0.55,DIST OF CDS/POSS W/INTENT,N,2020-01-01,TRUE
381153,63-2-401,2019-04-08,8,DIST OF CDS/POSS W/INTENT,N,2019-04-01,TRUE
845484,63-2-401,2019-08-13,14,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
845486,63-2-401,2019-08-13,0.33,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
845511,63-2-401,2019-08-07,10,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
845523,63-2-401,2019-08-19,10,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
736504,63-2-401,2017-10-17,8,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
662458,63-2-401,2017-04-21,4,DIST OF CDS/POSS W/INTENT,N,2017-04-01,TRUE
736602,63-2-401,2017-01-10,3,DIST OF CDS/POSS W/INTENT,N,2017-01-01,TRUE
718984,63-2-401,2019-02-06,2,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
381302,63-2-401,2018-01-23,12,DIST OF CDS/POSS W/INTENT,N,2018-01-01,TRUE
845808,63-2-401,2019-08-23,10,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
845838,63-2-401,2019-08-07,13,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
845840,63-2-401,2019-08-07,2,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
845863,63-2-401,2017-05-25,10,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
845863,63-2-401,2019-08-20,12,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
264492,63-2-401,2019-06-13,10,DIST OF CDS/POSS W/INTENT,N,2019-06-01,TRUE
846006,63-2-401,2018-11-28,6,DIST OF CDS/POSS W/INTENT,N,2018-11-01,TRUE
846098,63-2-401,2019-08-08,5,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
493425,63-2-401,2018-02-14,5,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
493440,63-2-401,2017-07-31,5,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
846186,63-2-401,2019-09-09,3,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
846202,63-2-401,2019-08-13,2,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
618637,63-2-401,2018-07-24,15,DIST OF CDS/POSS W/INTENT,N,2018-07-01,TRUE
846226,63-2-401,2019-09-10,0.57,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
846228,63-2-401,2019-09-10,0.57,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
381525,63-2-401,2019-02-15,8,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
793231,63-2-401,2018-05-03,6,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
846266,63-2-401,2019-09-10,0.58,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
846267,63-2-401,2019-09-10,0.65,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
846352,63-2-401,2019-08-16,2.44,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
736882,63-2-401,2018-05-01,5,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
736889,63-2-401,2017-09-21,10,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
618721,63-2-401,2018-10-09,7,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
618764,63-2-401,2017-11-02,10,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
618776,63-2-401,2017-10-10,9,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
846484,63-2-401,2019-07-24,7,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
472157,63-2-401,2019-06-06,7,DIST OF CDS/POSS W/INTENT,N,2019-06-01,TRUE
493720,63-2-401,2018-02-16,10,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
562778,63-2-401,2017-12-01,13,DIST OF CDS/POSS W/INTENT,N,2017-12-01,TRUE
846739,63-2-401,2020-01-28,6,DIST OF CDS/POSS W/INTENT,N,2020-01-01,TRUE
381687,63-2-401,2019-08-29,40,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
846803,63-2-401,2019-08-22,2,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
238368,63-2-401,2018-03-29,7,DIST OF CDS/POSS W/INTENT,N,2018-03-01,TRUE
846847,63-2-401,2019-09-18,0.77,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
101242,63-2-401,2017-11-06,4,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
381742,63-2-401,2018-04-26,10,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
381742,63-2-401,2019-07-15,10,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
846862,63-2-401,2019-08-23,20,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
737126,63-2-401,2017-10-04,5,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
562892,63-2-401,2017-11-07,12.5,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
182606,63-2-401,2017-02-13,5,DIST OF CDS/POSS W/INTENT,N,2017-02-01,TRUE
847005,63-2-401,2018-04-04,5,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
264706,63-2-401,2017-01-12,12,DIST OF CDS/POSS W/INTENT,N,2017-01-01,TRUE
792579,63-2-401.B,2018-02-20,4,DIST OF IMITATION CONTROLLED SUBSTANCE,N,2018-02-01,TRUE
543472,63-2-401.B,2017-10-27,12,DIST OF IMITATION CONTROLLED SUBSTANCE,N,2017-10-01,TRUE
845348,63-2-401.B,2018-07-23,7,DIST OF IMITATION CONTROLLED SUBSTANCE,N,2018-07-01,TRUE
676533,63-2-401.E,2020-01-10,10,DIST CDS W/IN 1000 FT PARK/SCHOOL,N,2020-01-01,TRUE
614440,63-2-401.F.1,2019-01-29,15,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2019-01-01,TRUE
839749,63-2-401.F.1,2019-06-04,1.12,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2019-06-01,TRUE
792793,63-2-401.F.1,2018-05-03,0.75,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2018-05-01,TRUE
840804,63-2-401.F.1,2019-06-17,4,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2019-06-01,TRUE
840806,63-2-401.F.1,2019-06-17,1.61,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2019-06-01,TRUE
675439,63-2-401.F.1,2018-05-11,6,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2018-05-01,TRUE
615893,63-2-401.F.1,2018-04-16,7777,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2018-04-01,TRUE
379896,63-2-401.F.1,2017-08-17,6,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2017-08-01,TRUE
841777,63-2-401.F.1,2019-06-10,2,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2019-06-01,TRUE
380380,63-2-401.F.1,2018-10-03,0.42,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2018-10-01,TRUE
735547,63-2-401.F.1,2018-10-03,9,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2018-10-01,TRUE
147899,63-2-401.F.1,2018-01-17,1.11,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2018-01-01,TRUE
617458,63-2-401.F.1,2017-04-21,5,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2017-04-01,TRUE
678224,63-2-401.F.1,2017-11-17,1.34,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2017-11-01,TRUE
434503,63-2-401,2017-02-10,12,DIST OF CDS/POSS W/INTENT,N,2017-02-01,TRUE
264714,63-2-401,2018-05-04,5,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
264717,63-2-401,2019-11-13,12,DIST OF CDS/POSS W/INTENT,N,2019-11-01,TRUE
737260,63-2-401,2017-11-27,15,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
737279,63-2-401,2019-08-02,7,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
793278,63-2-401,2018-08-02,10,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
563061,63-2-401,2017-10-26,6,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
737309,63-2-401,2018-06-25,4,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
847286,63-2-401,2019-09-16,9,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
847327,63-2-401,2019-09-24,0,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
847407,63-2-401,2019-09-04,12,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
678482,63-2-401,2019-12-19,12,DIST OF CDS/POSS W/INTENT,N,2019-12-01,TRUE
678485,63-2-401,2017-04-13,4.75,DIST OF CDS/POSS W/INTENT,N,2017-04-01,TRUE
847466,63-2-401,2019-12-09,4,DIST OF CDS/POSS W/INTENT,N,2019-12-01,TRUE
847509,63-2-401,2019-09-26,0.46,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
847523,63-2-401,2019-09-12,10,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
847530,63-2-401,2019-09-12,2.58,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
149289,63-2-401,2017-08-23,5,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
847591,63-2-401,2019-08-07,7,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
793296,63-2-401,2018-03-26,2,DIST OF CDS/POSS W/INTENT,N,2018-03-01,TRUE
847628,63-2-401,2019-09-27,0.82,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
847657,63-2-401,2019-09-27,0.65,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
149324,63-2-401,2020-01-22,5,DIST OF CDS/POSS W/INTENT,N,2020-01-01,TRUE
494436,63-2-401,2018-02-26,6,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
678572,63-2-401,2019-05-31,10,DIST OF CDS/POSS W/INTENT,N,2019-05-01,TRUE
847776,63-2-401,2019-09-18,5,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
563202,63-2-401,2019-03-22,20,DIST OF CDS/POSS W/INTENT,N,2019-03-01,TRUE
434780,63-2-401,2018-10-25,12,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
847803,63-2-401,2019-08-20,5,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
847811,63-2-401,2020-01-21,4,DIST OF CDS/POSS W/INTENT,N,2020-01-01,TRUE
382127,63-2-401,2017-05-08,7,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
847872,63-2-401,2019-09-17,7,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
847888,63-2-401,2019-09-10,7,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
434844,63-2-401,2019-09-12,2,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
619598,63-2-401,2018-06-19,7,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
494691,63-2-401,2017-05-25,8,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
848043,63-2-401,2019-09-18,5,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
619704,63-2-401,2018-12-04,2.57,DIST OF CDS/POSS W/INTENT,N,2018-12-01,TRUE
848053,63-2-401,2019-09-18,9,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
600380,63-2-401,2019-01-17,20,DIST OF CDS/POSS W/INTENT,N,2019-01-01,TRUE
434883,63-2-401,2017-07-31,10,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
264914,63-2-401,2017-07-24,10,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
737665,63-2-401,2017-07-28,7,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
848128,63-2-401,2019-10-03,3,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
848129,63-2-401,2019-10-03,3,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
238694,63-2-401,2018-01-29,12,DIST OF CDS/POSS W/INTENT,N,2018-01-01,TRUE
563458,63-2-401,2017-04-13,15,DIST OF CDS/POSS W/INTENT,N,2017-04-01,TRUE
182911,63-2-401,2019-06-18,15,DIST OF CDS/POSS W/INTENT,N,2019-06-01,TRUE
848265,63-2-401,2019-09-17,0.37,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
382302,63-2-401,2018-07-06,5,DIST OF CDS/POSS W/INTENT,N,2018-07-01,TRUE
563517,63-2-401,2019-01-08,8,DIST OF CDS/POSS W/INTENT,N,2019-01-01,TRUE
563517,63-2-401,2017-05-22,12.01,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
848357,63-2-401,2019-10-07,7,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
737780,63-2-401,2017-06-01,5,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
848427,63-2-401,2019-09-16,5,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
848427,63-2-401,2019-09-16,10,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
619931,63-2-401,2019-02-08,15,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
679128,63-2-401,2018-04-06,2,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
848589,63-2-401,2019-09-20,7,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
848627,63-2-401,2017-08-30,2,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
149584,63-2-401,2018-02-06,4.92,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
848666,63-2-401,2019-10-10,2,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
737926,63-2-401,2018-03-21,13,DIST OF CDS/POSS W/INTENT,N,2018-03-01,TRUE
848721,63-2-401,2019-07-12,7,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
238784,63-2-401,2019-05-07,13,DIST OF CDS/POSS W/INTENT,N,2019-05-01,TRUE
848765,63-2-401,2019-10-09,8,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
620144,63-2-401,2018-07-26,7,DIST OF CDS/POSS W/INTENT,N,2018-07-01,TRUE
719134,63-2-401,2019-01-30,10,DIST OF CDS/POSS W/INTENT,N,2019-01-01,TRUE
382491,63-2-401,2019-12-17,12,DIST OF CDS/POSS W/INTENT,N,2019-12-01,TRUE
435189,63-2-401,2018-01-17,10,DIST OF CDS/POSS W/INTENT,N,2018-01-01,TRUE
435189,63-2-401,2019-01-10,10,DIST OF CDS/POSS W/INTENT,N,2019-01-01,TRUE
793383,63-2-401,2018-05-14,7,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
848910,63-2-401,2019-10-18,0.57,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
793385,63-2-401,2018-05-09,3,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
848930,63-2-401,2019-09-30,2,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
793387,63-2-401,2018-05-02,6.81,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
848949,63-2-401,2019-10-08,2,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
620261,63-2-401,2018-04-25,10,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
849030,63-2-401,2019-10-07,10,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
849053,63-2-401,2019-09-12,10,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
849053,63-2-401,2019-10-17,7,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
495393,63-2-401,2017-06-01,10,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
435284,63-2-401,2020-01-27,8,DIST OF CDS/POSS W/INTENT,N,2020-01-01,TRUE
679479,63-2-401,2018-10-22,5,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
738169,63-2-401,2019-11-13,8,DIST OF CDS/POSS W/INTENT,N,2019-11-01,TRUE
793399,63-2-401,2018-05-04,5,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
849245,63-2-401,2019-09-27,5,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
495497,63-2-401,2017-08-31,12,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
849310,63-2-401,2019-10-07,2,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
849311,63-2-401,2019-10-09,7,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
849313,63-2-401,2019-09-16,20,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
563815,63-2-401,2019-08-19,18,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
620421,63-2-401,2019-10-23,7,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
849395,63-2-401,2019-10-09,10,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
849405,63-2-401,2019-10-21,25,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
849419,63-2-401,2019-10-09,2,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
849442,63-2-401,2019-10-11,2,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
563907,63-2-401,2020-02-25,30,DIST OF CDS/POSS W/INTENT,N,2020-02-01,TRUE
849565,63-2-401,2019-03-01,1,DIST OF CDS/POSS W/INTENT,N,2019-03-01,TRUE
435461,63-2-401,2018-01-29,10,DIST OF CDS/POSS W/INTENT,N,2018-01-01,TRUE
382824,63-2-401,2017-02-13,4,DIST OF CDS/POSS W/INTENT,N,2017-02-01,TRUE
849629,63-2-401,2019-10-30,0.83,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
620564,63-2-401,2020-01-09,10,DIST OF CDS/POSS W/INTENT,N,2020-01-01,TRUE
183242,63-2-401,2018-04-17,2,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
738416,63-2-401,2019-02-12,10,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
738416,63-2-401,2019-02-12,12,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
849737,63-2-401,2018-03-12,10,DIST OF CDS/POSS W/INTENT,N,2018-03-01,TRUE
600466,63-2-401,2017-12-08,4.04,DIST OF CDS/POSS W/INTENT,N,2017-12-01,TRUE
849858,63-2-401,2019-10-17,17,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
849859,63-2-401,2019-10-17,15,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
183268,63-2-401,2017-06-05,3,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
849872,63-2-401,2019-10-14,7,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
211314,63-2-401,2019-07-31,2,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
849938,63-2-401,2020-02-14,0.44,DIST OF CDS/POSS W/INTENT,N,2020-02-01,TRUE
564023,63-2-401,2020-02-10,9,DIST OF CDS/POSS W/INTENT,N,2020-02-01,TRUE
849957,63-2-401,2019-10-21,7,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
719191,63-2-401,2019-01-09,5,DIST OF CDS/POSS W/INTENT,N,2019-01-01,TRUE
265295,63-2-401,2017-04-21,6,DIST OF CDS/POSS W/INTENT,N,2017-04-01,TRUE
849995,63-2-401,2019-10-16,5,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
850001,63-2-401,2019-10-03,3,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
850058,63-2-401,2019-10-16,2,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
719191,63-2-401,2019-01-09,4,DIST OF CDS/POSS W/INTENT,N,2019-01-01,TRUE
850058,63-2-401,2019-12-20,2,DIST OF CDS/POSS W/INTENT,N,2019-12-01,TRUE
738579,63-2-401,2019-02-14,10,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
738579,63-2-401,2019-12-17,5,DIST OF CDS/POSS W/INTENT,N,2019-12-01,TRUE
738589,63-2-401,2017-11-08,10,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
850199,63-2-401,2019-10-21,10,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
850201,63-2-401,2019-09-27,7,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
850201,63-2-401,2019-09-27,10,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
850230,63-2-401,2019-11-04,5,DIST OF CDS/POSS W/INTENT,N,2019-11-01,TRUE
850314,63-2-401,2019-11-12,0.58,DIST OF CDS/POSS W/INTENT,N,2019-11-01,TRUE
793486,63-2-401,2018-09-27,3,DIST OF CDS/POSS W/INTENT,N,2018-09-01,TRUE
850339,63-2-401,2019-10-28,2,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
850350,63-2-401,2019-10-21,4,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
474046,63-2-401,2018-10-19,20,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
662655,63-2-401,2018-08-30,8,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
202719,63-2-401,2018-08-15,6,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
662656,63-2-401,2018-01-02,3.53,DIST OF CDS/POSS W/INTENT,N,2018-01-01,TRUE
850531,63-2-401,2019-10-24,10,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
496249,63-2-401,2018-11-01,10,DIST OF CDS/POSS W/INTENT,N,2018-11-01,TRUE
850607,63-2-401,2019-11-04,2,DIST OF CDS/POSS W/INTENT,N,2019-11-01,TRUE
719205,63-2-401,2018-05-31,8,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
850667,63-2-401,2019-10-23,8,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
239166,63-2-401,2017-09-21,15,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
256916,63-2-401,2017-07-05,15,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
