doc_num,statute_code,js_date,doc_incarcerated_term_yrs,statute_desc,violent,file_month,pwid
214145,63-2-401,2017-01-04,15,DIST OF CDS/POSS W/INTENT,N,2017-01-01,TRUE
503677,63-2-401,2018-06-13,12,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
744672,63-2-401,2019-09-04,12,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
685933,63-2-401,2020-02-24,12,DIST OF CDS/POSS W/INTENT,N,2020-02-01,TRUE
440981,63-2-401,2017-09-07,4.57,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
107919,63-2-401,2019-03-06,5,DIST OF CDS/POSS W/INTENT,N,2019-03-01,TRUE
440995,63-2-401,2019-12-03,7777,DIST OF CDS/POSS W/INTENT,N,2019-12-01,TRUE
137036,63-2-401,2018-06-26,10,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
686071,63-2-401,2019-11-13,2,DIST OF CDS/POSS W/INTENT,N,2019-11-01,TRUE
794581,63-2-401,2018-07-23,8,DIST OF CDS/POSS W/INTENT,N,2018-07-01,TRUE
268283,63-2-401,2018-10-16,10,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
570022,63-2-401,2017-03-08,2.52,DIST OF CDS/POSS W/INTENT,N,2017-03-01,TRUE
686137,63-2-401,2019-03-26,3,DIST OF CDS/POSS W/INTENT,N,2019-03-01,TRUE
744949,63-2-401,2017-02-24,4,DIST OF CDS/POSS W/INTENT,N,2017-02-01,TRUE
570040,63-2-401,2017-02-03,10,DIST OF CDS/POSS W/INTENT,N,2017-02-01,TRUE
241813,63-2-401,2017-04-18,15,DIST OF CDS/POSS W/INTENT,N,2017-04-01,TRUE
504037,63-2-401,2017-11-03,0,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
627471,63-2-401,2020-02-26,5,DIST OF CDS/POSS W/INTENT,N,2020-02-01,TRUE
686387,63-2-401,2018-08-02,5,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
794651,63-2-401,2018-06-01,0.45,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
441477,63-2-401,2017-08-17,8,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
241924,63-2-401,2018-10-01,8,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
504331,63-2-401,2018-05-16,20,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
214449,63-2-401,2017-08-23,6,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
794659,63-2-401,2018-04-23,3,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
686594,63-2-401,2017-09-18,5.5,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
241992,63-2-401,2018-10-01,30,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
241992,63-2-401,2018-10-01,25,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
686619,63-2-401,2018-05-09,10,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
504531,63-2-401,2018-05-29,6,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
745495,63-2-401,2019-02-22,14,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
242006,63-2-401,2018-04-03,6.11,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
242006,63-2-401,2018-05-24,6,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
686665,63-2-401,2019-08-16,20,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
268562,63-2-401,2018-03-07,9,DIST OF CDS/POSS W/INTENT,N,2018-03-01,TRUE
268564,63-2-401,2017-09-07,7,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
686683,63-2-401,2019-10-30,15,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
745558,63-2-401,2019-03-13,0.42,DIST OF CDS/POSS W/INTENT,N,2019-03-01,TRUE
794701,63-2-401,2018-05-03,8,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
601286,63-2-401,2017-04-25,10,DIST OF CDS/POSS W/INTENT,N,2017-04-01,TRUE
686758,63-2-401,2018-02-05,5,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
745645,63-2-401,2017-11-07,2,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
570601,63-2-401,2019-02-07,10,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
745657,63-2-401,2018-09-07,10,DIST OF CDS/POSS W/INTENT,N,2018-09-01,TRUE
745669,63-2-401,2018-04-26,2,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
628162,63-2-401,2018-12-06,8,DIST OF CDS/POSS W/INTENT,N,2018-12-01,TRUE
388659,63-2-401,2017-09-26,5,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
628169,63-2-401,2017-05-19,8.51,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
601292,63-2-401,2017-08-07,6,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
745719,63-2-401,2019-10-01,10,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
268678,63-2-401,2018-05-10,5,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
601292,63-2-401,2020-02-24,5,DIST OF CDS/POSS W/INTENT,N,2020-02-01,TRUE
570762,63-2-401,2017-06-14,1,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
628431,63-2-401,2018-05-15,10,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
570836,63-2-401,2019-01-18,6,DIST OF CDS/POSS W/INTENT,N,2019-01-01,TRUE
746060,63-2-401,2017-11-01,4,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
746060,63-2-401,2017-11-01,3,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
794746,63-2-401,2018-05-25,5,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
746121,63-2-401,2018-10-25,1,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
746170,63-2-401,2018-01-29,10,DIST OF CDS/POSS W/INTENT,N,2018-01-01,TRUE
570988,63-2-401,2018-10-23,10,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
794750,63-2-401,2019-03-18,1.5,DIST OF CDS/POSS W/INTENT,N,2019-03-01,TRUE
368926,63-2-401,2019-09-11,20,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
628780,63-2-401,2017-02-03,10,DIST OF CDS/POSS W/INTENT,N,2017-02-01,TRUE
154569,63-2-401,2019-07-12,5,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
505801,63-2-401,2018-10-11,5,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
214863,63-2-401,2017-06-02,4,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
687270,63-2-401,2019-02-20,6,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
571136,63-2-401,2018-06-25,3,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
389179,63-2-401,2017-08-16,4,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
389208,63-2-401,2019-09-10,10,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
571213,63-2-401,2019-03-05,20,DIST OF CDS/POSS W/INTENT,N,2019-03-01,TRUE
794778,63-2-401,2018-06-05,0.62,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
506003,63-2-401,2017-11-06,7,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
368942,63-2-401,2017-09-18,5,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
746460,63-2-401,2017-07-14,7,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
687466,63-2-401,2017-09-08,3,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
746474,63-2-401,2018-02-21,3,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
389307,63-2-401,2018-07-30,7,DIST OF CDS/POSS W/INTENT,N,2018-07-01,TRUE
389307,63-2-401,2019-12-18,8,DIST OF CDS/POSS W/INTENT,N,2019-12-01,TRUE
687524,63-2-401,2017-12-05,0.23,DIST OF CDS/POSS W/INTENT,N,2017-12-01,TRUE
268985,63-2-401,2019-08-30,6,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
746509,63-2-401,2018-08-02,10,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
269008,63-2-401,2017-10-31,15,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
746636,63-2-401,2017-02-15,8.68,DIST OF CDS/POSS W/INTENT,N,2017-02-01,TRUE
794829,63-2-401,2018-01-24,20,DIST OF CDS/POSS W/INTENT,N,2018-01-01,TRUE
544801,63-2-401,2019-06-19,5,DIST OF CDS/POSS W/INTENT,N,2019-06-01,TRUE
794829,63-2-401,2018-05-14,20,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
746678,63-2-401,2017-03-01,10,DIST OF CDS/POSS W/INTENT,N,2017-03-01,TRUE
242483,63-2-401,2017-10-28,10,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
154822,63-2-401,2018-07-31,6,DIST OF CDS/POSS W/INTENT,N,2018-07-01,TRUE
544803,63-2-401,2017-04-11,8,DIST OF CDS/POSS W/INTENT,N,2017-04-01,TRUE
571557,63-2-401,2018-06-11,5,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
571580,63-2-401,2020-01-21,12,DIST OF CDS/POSS W/INTENT,N,2020-01-01,TRUE
571580,63-2-401,2020-02-10,12,DIST OF CDS/POSS W/INTENT,N,2020-02-01,TRUE
571598,63-2-401,2018-10-02,10,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
629431,63-2-401,2017-07-05,0.46,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
746931,63-2-401,2019-07-31,10,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
242592,63-2-401,2018-05-21,4,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
629547,63-2-401,2019-04-12,5,DIST OF CDS/POSS W/INTENT,N,2019-04-01,TRUE
442943,63-2-401,2019-05-31,8,DIST OF CDS/POSS W/INTENT,N,2019-05-01,TRUE
389800,63-2-401,2017-09-08,20,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
137193,63-2-401,2018-06-27,13,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
506919,63-2-401,2017-05-03,30,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
571712,63-2-401,2019-09-12,5,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
571727,63-2-401,2018-09-20,8,DIST OF CDS/POSS W/INTENT,N,2018-09-01,TRUE
747170,63-2-401,2019-01-24,2,DIST OF CDS/POSS W/INTENT,N,2019-01-01,TRUE
794942,63-2-401,2019-06-03,7,DIST OF CDS/POSS W/INTENT,N,2019-06-01,TRUE
747171,63-2-401,2017-06-20,5,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
688048,63-2-401,2019-02-05,10,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
747239,63-2-401,2019-04-10,12,DIST OF CDS/POSS W/INTENT,N,2019-04-01,TRUE
629857,63-2-401,2017-08-10,2.89,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
747282,63-2-401,2018-05-16,6,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
155158,63-2-401,2017-01-20,10,DIST OF CDS/POSS W/INTENT,N,2017-01-01,TRUE
269351,63-2-401,2018-08-28,8,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
747312,63-2-401,2017-07-18,13,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
747327,63-2-401,2017-06-21,5,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
390154,63-2-401,2018-12-19,7,DIST OF CDS/POSS W/INTENT,N,2018-12-01,TRUE
720241,63-2-401,2020-01-31,0.38,DIST OF CDS/POSS W/INTENT,N,2020-01-01,TRUE
572028,63-2-401,2019-07-09,13,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
688311,63-2-401,2017-03-13,3,DIST OF CDS/POSS W/INTENT,N,2017-03-01,TRUE
507467,63-2-401,2018-02-16,6,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
572042,63-2-401,2019-11-21,5,DIST OF CDS/POSS W/INTENT,N,2019-11-01,TRUE
630238,63-2-401,2019-08-29,10,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
507491,63-2-401,2019-08-20,7,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
597973,63-2-401,2018-05-21,10,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
720259,63-2-401,2017-05-24,10,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
688409,63-2-401,2019-11-19,7,DIST OF CDS/POSS W/INTENT,N,2019-11-01,TRUE
507627,63-2-401,2019-02-19,5,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
795039,63-2-401,2018-06-07,0.54,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
747604,63-2-401,2019-12-06,2,DIST OF CDS/POSS W/INTENT,N,2019-12-01,TRUE
443502,63-2-401,2018-11-13,10,DIST OF CDS/POSS W/INTENT,N,2018-11-01,TRUE
390353,63-2-401,2019-04-12,10,DIST OF CDS/POSS W/INTENT,N,2019-04-01,TRUE
269534,63-2-401,2018-10-09,20,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
747663,63-2-401,2019-07-30,2,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
747663,63-2-401,2019-07-30,8,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
187672,63-2-401,2019-12-05,10,DIST OF CDS/POSS W/INTENT,N,2019-12-01,TRUE
795073,63-2-401,2018-02-12,4,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
795084,63-2-401,2018-04-26,8,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
747744,63-2-401,2017-05-31,10,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
572389,63-2-401,2017-03-10,4,DIST OF CDS/POSS W/INTENT,N,2017-03-01,TRUE
507996,63-2-401,2018-07-26,20,DIST OF CDS/POSS W/INTENT,N,2018-07-01,TRUE
443627,63-2-401,2017-10-18,5,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
747821,63-2-401,2018-07-24,18,DIST OF CDS/POSS W/INTENT,N,2018-07-01,TRUE
747822,63-2-401,2019-07-03,5,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
572566,63-2-401,2017-09-25,7.74,DIST OF CDS/POSS W/INTENT,N,2017-09-01,TRUE
187799,63-2-401,2019-06-13,4,DIST OF CDS/POSS W/INTENT,N,2019-06-01,TRUE
269701,63-2-401,2019-10-16,6,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
688799,63-2-401,2019-08-01,12,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
688823,63-2-401,2018-06-27,3,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
748041,63-2-401,2019-12-04,7,DIST OF CDS/POSS W/INTENT,N,2019-12-01,TRUE
795159,63-2-401,2017-10-30,10,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
748047,63-2-401,2017-07-11,5,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
688883,63-2-401,2018-06-14,6,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
795185,63-2-401,2018-05-02,6,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
688902,63-2-401,2018-08-27,5,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
748136,63-2-401,2019-09-27,12,DIST OF CDS/POSS W/INTENT,N,2019-09-01,TRUE
508417,63-2-401,2017-06-07,6,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
390807,63-2-401,2018-02-09,12,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
720360,63-2-401,2017-07-27,6,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
631029,63-2-401,2017-01-18,15,DIST OF CDS/POSS W/INTENT,N,2017-01-01,TRUE
508573,63-2-401,2018-04-06,25,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
544943,63-2-401,2017-07-12,8,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
689032,63-2-401,2017-07-25,4,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
689038,63-2-401,2017-10-05,4,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
572864,63-2-401,2018-08-21,15,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
508649,63-2-401,2019-07-10,15,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
748355,63-2-401,2017-12-27,7,DIST OF CDS/POSS W/INTENT,N,2017-12-01,TRUE
444209,63-2-401,2017-10-30,7,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
444219,63-2-401,2018-05-03,10,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
795249,63-2-401,2018-05-24,10,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
601547,63-2-401,2018-03-09,12,DIST OF CDS/POSS W/INTENT,N,2018-03-01,TRUE
748470,63-2-401,2017-02-03,6,DIST OF CDS/POSS W/INTENT,N,2017-02-01,TRUE
689229,63-2-401,2018-02-25,20,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
508840,63-2-401,2019-04-03,15,DIST OF CDS/POSS W/INTENT,N,2019-04-01,TRUE
795259,63-2-401,2019-01-24,5,DIST OF CDS/POSS W/INTENT,N,2019-01-01,TRUE
689242,63-2-401,2017-08-14,10,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
243299,63-2-401,2019-10-02,10,DIST OF CDS/POSS W/INTENT,N,2019-10-01,TRUE
748593,63-2-401,2017-12-12,10,DIST OF CDS/POSS W/INTENT,N,2017-12-01,TRUE
689319,63-2-401,2018-04-06,20,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
689348,63-2-401,2018-10-22,4,DIST OF CDS/POSS W/INTENT,N,2018-10-01,TRUE
748627,63-2-401,2019-08-29,5,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
689351,63-2-401,2017-11-15,8.45,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
391245,63-2-401,2018-04-05,6,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
748670,63-2-401,2018-03-07,12,DIST OF CDS/POSS W/INTENT,N,2018-03-01,TRUE
573227,63-2-401,2018-05-04,15,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
509072,63-2-401,2019-03-25,20,DIST OF CDS/POSS W/INTENT,N,2019-03-01,TRUE
270055,63-2-401,2019-02-06,20,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
689410,63-2-401,2017-10-24,3,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
660997,63-2-401,2017-10-23,2.42,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
748762,63-2-401,2017-02-03,5,DIST OF CDS/POSS W/INTENT,N,2017-02-01,TRUE
689444,63-2-401,2020-01-22,15,DIST OF CDS/POSS W/INTENT,N,2020-01-01,TRUE
573290,63-2-401,2018-11-01,15,DIST OF CDS/POSS W/INTENT,N,2018-11-01,TRUE
573291,63-2-401,2019-04-16,15,DIST OF CDS/POSS W/INTENT,N,2019-04-01,TRUE
444525,63-2-401,2017-12-01,3.32,DIST OF CDS/POSS W/INTENT,N,2017-12-01,TRUE
689469,63-2-401,2019-08-09,10,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
748793,63-2-401,2017-08-30,7,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
391403,63-2-401,2020-01-14,5,DIST OF CDS/POSS W/INTENT,N,2020-01-01,TRUE
748837,63-2-401,2017-03-13,5,DIST OF CDS/POSS W/INTENT,N,2017-03-01,TRUE
631686,63-2-401,2019-05-02,10,DIST OF CDS/POSS W/INTENT,N,2019-05-01,TRUE
748847,63-2-401,2018-09-21,15,DIST OF CDS/POSS W/INTENT,N,2018-09-01,TRUE
631707,63-2-401,2017-02-13,8,DIST OF CDS/POSS W/INTENT,N,2017-02-01,TRUE
156062,63-2-401,2018-08-16,10,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
270150,63-2-401,2017-03-03,10,DIST OF CDS/POSS W/INTENT,N,2017-03-01,TRUE
748905,63-2-401,2019-02-13,10,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
573404,63-2-401,2019-07-11,5,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
795325,63-2-401,2018-04-12,3,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
748933,63-2-401,2018-03-27,4,DIST OF CDS/POSS W/INTENT,N,2018-03-01,TRUE
748957,63-2-401,2017-11-09,5,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
689687,63-2-401,2018-11-08,2,DIST OF CDS/POSS W/INTENT,N,2018-11-01,TRUE
749032,63-2-401,2017-06-12,2,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
545029,63-2-401,2017-03-15,8,DIST OF CDS/POSS W/INTENT,N,2017-03-01,TRUE
631891,63-2-401,2018-02-28,4,DIST OF CDS/POSS W/INTENT,N,2018-02-01,TRUE
444733,63-2-401,2017-11-15,10,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
631906,63-2-401,2018-01-09,10,DIST OF CDS/POSS W/INTENT,N,2018-01-01,TRUE
573533,63-2-401,2017-10-25,10,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
270254,63-2-401,2017-06-21,10,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
270256,63-2-401,2017-12-15,15,DIST OF CDS/POSS W/INTENT,N,2017-12-01,TRUE
749172,63-2-401,2018-08-23,2.48,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
749172,63-2-401,2018-08-22,4.52,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
391708,63-2-401,2018-09-25,16,DIST OF CDS/POSS W/INTENT,N,2018-09-01,TRUE
749237,63-2-401,2017-03-23,5,DIST OF CDS/POSS W/INTENT,N,2017-03-01,TRUE
749237,63-2-401,2017-03-23,7,DIST OF CDS/POSS W/INTENT,N,2017-03-01,TRUE
663684,63-2-401,2017-10-03,10,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
243607,63-2-401,2019-07-26,12,DIST OF CDS/POSS W/INTENT,N,2019-07-01,TRUE
444832,63-2-401,2017-03-21,20,DIST OF CDS/POSS W/INTENT,N,2017-03-01,TRUE
749343,63-2-401,2017-01-11,6,DIST OF CDS/POSS W/INTENT,N,2017-01-01,TRUE
270360,63-2-401,2018-06-12,8,DIST OF CDS/POSS W/INTENT,N,2018-06-01,TRUE
795387,63-2-401,2018-05-07,6,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
632259,63-2-401,2017-07-26,10,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
243665,63-2-401,2020-02-12,1,DIST OF CDS/POSS W/INTENT,N,2020-02-01,TRUE
506653,63-2-401.B,2017-05-02,7,DIST OF IMITATION CONTROLLED SUBSTANCE,N,2017-05-01,TRUE
683629,63-2-401.F.1,2018-01-17,4,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2018-01-01,TRUE
386268,63-2-401.F.1,2018-06-11,9,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2018-06-01,TRUE
152466,63-2-401.F.1,2017-08-04,12,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2017-08-01,TRUE
440437,63-2-401.F.1,2019-12-19,2,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2019-12-01,TRUE
743939,63-2-401.F.1,2017-03-06,10,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2017-03-01,TRUE
794544,63-2-401.F.1,2018-01-04,3,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2018-01-01,TRUE
747819,63-2-401.F.1,2019-01-30,5,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2019-01-01,TRUE
688773,63-2-401.F.1,2018-12-21,1.13,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2018-12-01,TRUE
689038,63-2-401.F.1,2017-10-05,1.57,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2017-10-01,TRUE
545029,63-2-401.F.1,2017-03-15,8,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2017-03-01,TRUE
573579,63-2-401.F.1,2017-06-28,25,DIST/CDS W/IN 2000 FT PARK/SCHOOL(50%),N,2017-06-01,TRUE
84175,63-2-401.F2,2017-10-02,6,DIST CDS W/2000' SCH/PARK SEC&SUB (85%),N,2017-10-01,TRUE
500573,63-2-406,2018-06-01,0.45,DIST CDS NOT IN COURSE OF LEGIT BUSINESS,N,2018-06-01,TRUE
743697,63-2-406,2017-03-22,11,DIST CDS NOT IN COURSE OF LEGIT BUSINESS,N,2017-03-01,TRUE
632331,63-2-401,2019-05-09,5,DIST OF CDS/POSS W/INTENT,N,2019-05-01,TRUE
720494,63-2-401,2017-08-25,12,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
749397,63-2-401,2018-04-12,2,DIST OF CDS/POSS W/INTENT,N,2018-04-01,TRUE
749403,63-2-401,2017-01-05,8,DIST OF CDS/POSS W/INTENT,N,2017-01-01,TRUE
749407,63-2-401,2017-05-04,13,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
749416,63-2-401,2017-07-24,3,DIST OF CDS/POSS W/INTENT,N,2017-07-01,TRUE
749416,63-2-401,2019-08-22,2,DIST OF CDS/POSS W/INTENT,N,2019-08-01,TRUE
392017,63-2-401,2017-06-07,20,DIST OF CDS/POSS W/INTENT,N,2017-06-01,TRUE
444989,63-2-401,2017-11-17,7,DIST OF CDS/POSS W/INTENT,N,2017-11-01,TRUE
632441,63-2-401,2020-01-08,17,DIST OF CDS/POSS W/INTENT,N,2020-01-01,TRUE
749482,63-2-401,2017-05-01,10,DIST OF CDS/POSS W/INTENT,N,2017-05-01,TRUE
795427,63-2-401,2018-05-10,3,DIST OF CDS/POSS W/INTENT,N,2018-05-01,TRUE
749537,63-2-401,2017-04-19,2,DIST OF CDS/POSS W/INTENT,N,2017-04-01,TRUE
749550,63-2-401,2019-02-08,8,DIST OF CDS/POSS W/INTENT,N,2019-02-01,TRUE
749552,63-2-401,2018-01-30,10,DIST OF CDS/POSS W/INTENT,N,2018-01-01,TRUE
510212,63-2-401,2017-08-15,20,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
632469,63-2-401,2017-10-18,8,DIST OF CDS/POSS W/INTENT,N,2017-10-01,TRUE
573970,63-2-401,2019-03-25,4.6,DIST OF CDS/POSS W/INTENT,N,2019-03-01,TRUE
749627,63-2-401,2017-03-14,5,DIST OF CDS/POSS W/INTENT,N,2017-03-01,TRUE
112363,63-2-401,2018-08-14,0.01,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
632572,63-2-401,2017-08-08,4.24,DIST OF CDS/POSS W/INTENT,N,2017-08-01,TRUE
749673,63-2-401,2018-08-13,10,DIST OF CDS/POSS W/INTENT,N,2018-08-01,TRUE
